"District","School","Subject","Year","Proficiency"
"Guilford County Schools","Shadybrook Elementary","Reading Grade 3-8","2022%",43.9
"Guilford County Schools","Shadybrook Elementary","Reading Grade 3-8","2023%",51
"Guilford County Schools","Shadybrook Elementary","Math Grade 3-8","2018%",60.7
"Guilford County Schools","Shadybrook Elementary","Math Grade 3-8","2019%",61.3
"Guilford County Schools","Shadybrook Elementary","Math Grade 3-8","2022%",44.5
"Guilford County Schools","Shadybrook Elementary","Math Grade 3-8","2023%",60.6
"Guilford County Schools","Shadybrook Elementary","Science Grade 5&8","2018%",62.9
"Guilford County Schools","Shadybrook Elementary","Science Grade 5&8","2019%",71
"Guilford County Schools","Shadybrook Elementary","Science Grade 5&8","2022%",43.6
"Guilford County Schools","Shadybrook Elementary","Science Grade 5&8","2023%",62.9
"Guilford County Schools","George C Simkins Jr Elementary","Reading Grade 3-8","2018%",44.9
"Guilford County Schools","George C Simkins Jr Elementary","Reading Grade 3-8","2019%",45.6
"Guilford County Schools","George C Simkins Jr Elementary","Reading Grade 3-8","2022%",31.4
"Guilford County Schools","George C Simkins Jr Elementary","Reading Grade 3-8","2023%",27.2
"Guilford County Schools","George C Simkins Jr Elementary","Math Grade 3-8","2018%",54.3
"Guilford County Schools","George C Simkins Jr Elementary","Math Grade 3-8","2019%",48.5
"Guilford County Schools","George C Simkins Jr Elementary","Math Grade 3-8","2022%",36.1
"Guilford County Schools","George C Simkins Jr Elementary","Math Grade 3-8","2023%",34.7
"Guilford County Schools","George C Simkins Jr Elementary","Science Grade 5&8","2018%",62.5
"Guilford County Schools","George C Simkins Jr Elementary","Science Grade 5&8","2019%",48.2
"Guilford County Schools","George C Simkins Jr Elementary","Science Grade 5&8","2022%",33
"Guilford County Schools","George C Simkins Jr Elementary","Science Grade 5&8","2023%",29
"Guilford County Schools","Ben L. Smith High School","Biology","2018%",31.5
"Guilford County Schools","Ben L. Smith High School","Biology","2019%",28.9
"Guilford County Schools","Ben L. Smith High School","Biology","2022%",18.7
"Guilford County Schools","Ben L. Smith High School","Biology","2023%",25.9
"Guilford County Schools","Ben L. Smith High School","English II","2018%",37.8
"Guilford County Schools","Ben L. Smith High School","English II","2019%",32.2
"Guilford County Schools","Ben L. Smith High School","English II","2022%",37.3
"Guilford County Schools","Ben L. Smith High School","English II","2023%",37.9
"Guilford County Schools","Academy at Smith","Biology","2018%",75.6
"Guilford County Schools","Academy at Smith","Biology","2019%",53.7
"Guilford County Schools","Academy at Smith","Biology","2022%",59.1
"Guilford County Schools","Academy at Smith","Biology","2023%",60.5
"Guilford County Schools","Academy at Smith","English II","2018%",80
"Guilford County Schools","Academy at Smith","English II","2019%",57.1
"Guilford County Schools","Academy at Smith","English II","2022%",46.7
"Guilford County Schools","Academy at Smith","English II","2023%",78.6
"Guilford County Schools","Southeast Guilford High","Biology","2018%",61.5
"Guilford County Schools","Southeast Guilford High","Biology","2019%",66.6
"Guilford County Schools","Southeast Guilford High","Biology","2022%",51.6
"Guilford County Schools","Southeast Guilford High","Biology","2023%",61.5
"Guilford County Schools","Southeast Guilford High","English II","2018%",57.1
"Guilford County Schools","Southeast Guilford High","English II","2019%",57.8
"Guilford County Schools","Southeast Guilford High","English II","2022%",48.3
"Guilford County Schools","Southeast Guilford High","English II","2023%",59.1
"Guilford County Schools","Southeast Guilford Middle","Reading Grade 3-8","2018%",60.6
"Guilford County Schools","Southeast Guilford Middle","Reading Grade 3-8","2019%",59.9
"Guilford County Schools","Southeast Guilford Middle","Reading Grade 3-8","2022%",41.5
"Guilford County Schools","Southeast Guilford Middle","Reading Grade 3-8","2023%",45.7
"Guilford County Schools","Southeast Guilford Middle","Math Grade 3-8","2018%",54.9
"Guilford County Schools","Southeast Guilford Middle","Math Grade 3-8","2019%",56.6
"Guilford County Schools","Southeast Guilford Middle","Math Grade 3-8","2022%",48.4
"Guilford County Schools","Southeast Guilford Middle","Math Grade 3-8","2023%",51.9
"Guilford County Schools","Southeast Guilford Middle","Science Grade 5&8","2018%",75.9
"Guilford County Schools","Southeast Guilford Middle","Science Grade 5&8","2019%",80.2
"Guilford County Schools","Southeast Guilford Middle","Science Grade 5&8","2022%",69.3
"Guilford County Schools","Southeast Guilford Middle","Science Grade 5&8","2023%",69.3
"Guilford County Schools","Southern Elementary","Reading Grade 3-8","2018%",57.1
"Guilford County Schools","Southern Elementary","Reading Grade 3-8","2019%",63
"Guilford County Schools","Southern Elementary","Reading Grade 3-8","2022%",49.6
"Guilford County Schools","Southern Elementary","Reading Grade 3-8","2023%",47.1
"Guilford County Schools","Southern Elementary","Math Grade 3-8","2018%",66.1
"Guilford County Schools","Southern Elementary","Math Grade 3-8","2019%",64
"Guilford County Schools","Southern Elementary","Math Grade 3-8","2022%",61.3
"Guilford County Schools","Southern Elementary","Math Grade 3-8","2023%",61.2
"Guilford County Schools","Southern Elementary","Science Grade 5&8","2018%",77.3
"Guilford County Schools","Southern Elementary","Science Grade 5&8","2019%",85.7
"Guilford County Schools","Southern Elementary","Science Grade 5&8","2022%",65.6
"Guilford County Schools","Southern Elementary","Science Grade 5&8","2023%",84.4
"Guilford County Schools","Southern Guilford High","Biology","2018%",32
"Guilford County Schools","Southern Guilford High","Biology","2019%",32.8
"Guilford County Schools","Southern Guilford High","Biology","2022%",27.9
"Guilford County Schools","Southern Guilford High","Biology","2023%",33.6
"Guilford County Schools","Southern Guilford High","English II","2018%",43.1
"Guilford County Schools","Southern Guilford High","English II","2019%",43.8
"Guilford County Schools","Southern Guilford High","English II","2022%",34.9
"Guilford County Schools","Southern Guilford High","English II","2023%",40.2
"Guilford County Schools","Southwest Elementary","Reading Grade 3-8","2018%",71.8
"Guilford County Schools","Southwest Elementary","Reading Grade 3-8","2019%",81
"Guilford County Schools","Southwest Elementary","Reading Grade 3-8","2022%",78.6
"Guilford County Schools","Southwest Elementary","Reading Grade 3-8","2023%",76
"Guilford County Schools","Southwest Elementary","Math Grade 3-8","2018%",76.9
"Guilford County Schools","Southwest Elementary","Math Grade 3-8","2019%",85.4
"Guilford County Schools","Southwest Elementary","Math Grade 3-8","2022%",89.4
"Guilford County Schools","Southwest Elementary","Math Grade 3-8","2023%",87.4
"Guilford County Schools","Southwest Elementary","Science Grade 5&8","2018%",86.5
"Guilford County Schools","Southwest Elementary","Science Grade 5&8","2019%",92
"Guilford County Schools","Southwest Elementary","Science Grade 5&8","2022%",92.9
"Guilford County Schools","Southwest Elementary","Science Grade 5&8","2023%",89.6
"Guilford County Schools","Southwest Guilford High","Biology","2018%",59.9
"Guilford County Schools","Southwest Guilford High","Biology","2019%",57.6
"Guilford County Schools","Southwest Guilford High","Biology","2022%",46.6
"Guilford County Schools","Southwest Guilford High","Biology","2023%",42.5
"Guilford County Schools","Southwest Guilford High","English II","2018%",65.2
"Guilford County Schools","Southwest Guilford High","English II","2019%",57.6
"Guilford County Schools","Southwest Guilford High","English II","2022%",55.7
"Guilford County Schools","Southwest Guilford High","English II","2023%",56.7
"Guilford County Schools","Southwest Guilford Middle","Reading Grade 3-8","2018%",61.6
"Guilford County Schools","Southwest Guilford Middle","Reading Grade 3-8","2019%",63.6
"Guilford County Schools","Southwest Guilford Middle","Reading Grade 3-8","2022%",51.7
"Guilford County Schools","Southwest Guilford Middle","Reading Grade 3-8","2023%",51.2
"Guilford County Schools","Southwest Guilford Middle","Math Grade 3-8","2018%",49.7
"Guilford County Schools","Southwest Guilford Middle","Math Grade 3-8","2019%",53.6
"Guilford County Schools","Southwest Guilford Middle","Math Grade 3-8","2022%",48.5
"Guilford County Schools","Southwest Guilford Middle","Math Grade 3-8","2023%",45.7
"Guilford County Schools","Southwest Guilford Middle","Science Grade 5&8","2018%",81.1
"Guilford County Schools","Southwest Guilford Middle","Science Grade 5&8","2019%",79.9
"Guilford County Schools","Southwest Guilford Middle","Science Grade 5&8","2022%",75
"Guilford County Schools","Southwest Guilford Middle","Science Grade 5&8","2023%",75.5
"Guilford County Schools","Sternberger Elementary","Reading Grade 3-8","2018%",70.5
"Guilford County Schools","Sternberger Elementary","Reading Grade 3-8","2019%",77.8
"Guilford County Schools","Sternberger Elementary","Reading Grade 3-8","2022%",81.5
"Guilford County Schools","Sternberger Elementary","Reading Grade 3-8","2023%",84.2
"Guilford County Schools","Sternberger Elementary","Math Grade 3-8","2018%",76.3
"Guilford County Schools","Sternberger Elementary","Math Grade 3-8","2019%",74.7
"Guilford County Schools","Sternberger Elementary","Math Grade 3-8","2022%",75.9
"Guilford County Schools","Sternberger Elementary","Math Grade 3-8","2023%",87.7
"Guilford County Schools","Sternberger Elementary","Science Grade 5&8","2018%",75.4
"Guilford County Schools","Sternberger Elementary","Science Grade 5&8","2019%",81.2
"Guilford County Schools","Sternberger Elementary","Science Grade 5&8","2022%",75.4
"Guilford County Schools","Sternberger Elementary","Science Grade 5&8","2023%",87.5
"Guilford County Schools","STEM Early College @ NC A&T SU","Biology","2018%",97.5
"Guilford County Schools","STEM Early College @ NC A&T SU","Biology","2019%",97.5
"Guilford County Schools","STEM Early College @ NC A&T SU","Biology","2022%",97.5
"Guilford County Schools","STEM Early College @ NC A&T SU","Biology","2023%",97.5
"Guilford County Schools","Stokesdale Elementary","Reading Grade 3-8","2018%",69
"Guilford County Schools","Stokesdale Elementary","Reading Grade 3-8","2019%",77.7
"Guilford County Schools","Stokesdale Elementary","Reading Grade 3-8","2022%",62.5
"Guilford County Schools","Stokesdale Elementary","Reading Grade 3-8","2023%",60.7
"Guilford County Schools","Stokesdale Elementary","Math Grade 3-8","2018%",76.8
"Guilford County Schools","Stokesdale Elementary","Math Grade 3-8","2019%",72.8
"Guilford County Schools","Stokesdale Elementary","Math Grade 3-8","2022%",70.4
"Guilford County Schools","Stokesdale Elementary","Math Grade 3-8","2023%",68.8
"Guilford County Schools","Stokesdale Elementary","Science Grade 5&8","2018%",79.6
"Guilford County Schools","Stokesdale Elementary","Science Grade 5&8","2019%",77.4
"Guilford County Schools","Stokesdale Elementary","Science Grade 5&8","2022%",60.4
"Guilford County Schools","Stokesdale Elementary","Science Grade 5&8","2023%",74.7
"Guilford County Schools","Summerfield Elementary","Reading Grade 3-8","2018%",79.5
"Guilford County Schools","Summerfield Elementary","Reading Grade 3-8","2019%",80.5
"Guilford County Schools","Summerfield Elementary","Reading Grade 3-8","2022%",73.4
"Guilford County Schools","Summerfield Elementary","Reading Grade 3-8","2023%",74.5
"Guilford County Schools","Summerfield Elementary","Math Grade 3-8","2018%",82.7
"Guilford County Schools","Summerfield Elementary","Math Grade 3-8","2019%",83.5
"Guilford County Schools","Summerfield Elementary","Math Grade 3-8","2022%",79.4
"Guilford County Schools","Summerfield Elementary","Math Grade 3-8","2023%",80.1
"Guilford County Schools","Summerfield Elementary","Science Grade 5&8","2018%",88.3
"Guilford County Schools","Summerfield Elementary","Science Grade 5&8","2019%",90.4
"Guilford County Schools","Summerfield Elementary","Science Grade 5&8","2022%",78.4
"Guilford County Schools","Summerfield Elementary","Science Grade 5&8","2023%",83.5
"Guilford County Schools","Sumner Elementary","Reading Grade 3-8","2018%",41.7
"Guilford County Schools","Sumner Elementary","Reading Grade 3-8","2019%",46.2
"Guilford County Schools","Sumner Elementary","Reading Grade 3-8","2022%",33.8
"Guilford County Schools","Sumner Elementary","Reading Grade 3-8","2023%",39.2
"Guilford County Schools","Sumner Elementary","Math Grade 3-8","2018%",47.1
"Guilford County Schools","Sumner Elementary","Math Grade 3-8","2019%",41.5
"Guilford County Schools","Sumner Elementary","Math Grade 3-8","2022%",43.6
"Guilford County Schools","Sumner Elementary","Math Grade 3-8","2023%",45.6
"Guilford County Schools","Sumner Elementary","Science Grade 5&8","2018%",69.3
"Guilford County Schools","Sumner Elementary","Science Grade 5&8","2019%",69.9
"Guilford County Schools","Sumner Elementary","Science Grade 5&8","2022%",31.1
"Guilford County Schools","Sumner Elementary","Science Grade 5&8","2023%",48.7
"Guilford County Schools","Triangle Lake Montessori Elem","Reading Grade 3-8","2018%",43.3
"Guilford County Schools","Triangle Lake Montessori Elem","Reading Grade 3-8","2019%",55.6
"Guilford County Schools","Triangle Lake Montessori Elem","Reading Grade 3-8","2022%",38.8
"Guilford County Schools","Triangle Lake Montessori Elem","Reading Grade 3-8","2023%",34.9
"Guilford County Schools","Triangle Lake Montessori Elem","Math Grade 3-8","2018%",52
"Guilford County Schools","Triangle Lake Montessori Elem","Math Grade 3-8","2019%",61.5
"Guilford County Schools","Triangle Lake Montessori Elem","Math Grade 3-8","2022%",44
"Guilford County Schools","Triangle Lake Montessori Elem","Math Grade 3-8","2023%",48
"Guilford County Schools","Triangle Lake Montessori Elem","Science Grade 5&8","2018%",52.8
"Guilford County Schools","Triangle Lake Montessori Elem","Science Grade 5&8","2019%",76.7
"Guilford County Schools","Triangle Lake Montessori Elem","Science Grade 5&8","2022%",51.2
"Guilford County Schools","Triangle Lake Montessori Elem","Science Grade 5&8","2023%",59.1
"Guilford County Schools","UNCG Early/Middle College","Biology","2018%",76
"Guilford County Schools","UNCG Early/Middle College","Biology","2019%",81.8
"Guilford County Schools","UNCG Early/Middle College","Biology","2022%",51.9
"Guilford County Schools","UNCG Early/Middle College","Biology","2023%",66.7
"Guilford County Schools","UNCG Early/Middle College","English II","2018%",72.5
"Guilford County Schools","UNCG Early/Middle College","English II","2019%",89.1
"Guilford County Schools","UNCG Early/Middle College","English II","2022%",77.6
"Guilford County Schools","UNCG Early/Middle College","English II","2023%",87.5
"Guilford County Schools","Union Hill Elementary","Reading Grade 3-8","2018%",34.6
"Guilford County Schools","Union Hill Elementary","Reading Grade 3-8","2019%",43.9
"Guilford County Schools","Union Hill Elementary","Reading Grade 3-8","2022%",31.6
